url,idvscore,reviewer,dateP,Rev,cleaned_reviews,topic
https://www.metacritic.com/movie/anything,75.0, 'Rex Reed'," 'May 15, 2018'"," 'I cannot count the number of reservations I had about Anything, an idea with every possibility of being a cheap publicity gimmick aimed at selling the sensational and luring the lurid. What a shock, then, to discover that Anything is anything but.'", i cannot count the number of reservations i had about anything an idea with every possibility of being a cheap publicity gimmick aimed at selling the sensational and luring the lurid what a shock then to discover that anything is anything but,0.0
https://www.metacritic.com/movie/mccullin,80.0, 'Tom Dawson'," 'Oct 29, 2015'"," 'McCullin emerges in David and Jacqui Morris accomplished film full of integrity, dignity and empathy.'", mccullin emerges in david and jacqui morris accomplished film full of integrity dignity and empathy,0.0
https://www.metacritic.com/movie/hammer,75.0, 'Barry Hertz'," 'Jun 23, 2020'"," 'With lesser performers, too, maybe Hammer would have felt more like a gag. Yet O Brien, fresh off a tremendous and under-seen performance in last year s Goalie, radiates nervy energy like it was the most natural thing in the world, while longtime character actor Patton gives his wary patriarch an urgent, unshakable sense of disappointment and unease. It s almost worth eating your own tail over.'", with lesser performers too maybe hammer would have felt more like a gag yet o brien fresh off a tremendous and underseen performance in last year s goalie radiates nervy energy like it was the most natural thing in the world while longtime character actor patton gives his wary patriarch an urgent unshakable sense of disappointment and unease it s almost worth eating your own tail over,0.0
https://www.metacritic.com/movie/hit-and-run,50.0, 'Stephen Holden'," 'Aug 21, 2012'", 'The movie feels like a grown-up version of little boys making whooshing noises and staging collisions while playing with toys on a living room floor. It belongs to the same star-and-his-pals-cutting-up genre as the lesser comedies by Frank Sinatra and the Rat Pack.', the movie feels like a grownup version of little boys making whooshing noises and staging collisions while playing with toys on a living room floor it belongs to the same starandhispalscuttingup genre as the lesser comedies by frank sinatra and the rat pack,0.0
https://www.metacritic.com/movie/7-prisoners,88.0, 'Roxana Hadadi'," 'Nov 5, 2021'"," 'Survival is easier said that done, and 7 Prisoners is a fraught thriller that wonders at the fragility of the human soul.'", survival is easier said that done and 7 prisoners is a fraught thriller that wonders at the fragility of the human soul,0.0
https://www.metacritic.com/movie/sideways,100.0, 'Mike Clark', None, 'This is a building-block movie: Its stand-out excellence becomes apparent only gradually.', this is a buildingblock movie its standout excellence becomes apparent only gradually,0.0
https://www.metacritic.com/movie/the-tree-of-life,100.0, 'Peter Bradshaw'," 'Nov 22, 2016'", 'This is visionary cinema on an unashamedly huge scale: cinema that s thinking big. Malick makes an awful lot of other film-makers look timid and negligible by comparison.', this is visionary cinema on an unashamedly huge scale cinema that s thinking big malick makes an awful lot of other filmmakers look timid and negligible by comparison,0.0
https://www.metacritic.com/movie/my-architect,78.0, 'Marc Savlov', None," 'Fathers and families and the impossibility of ever fully understanding either are at the heart of My Architect, and like Nathaniel Kahn, we come away from the film with a renewed appreciation of both.'", fathers and families and the impossibility of ever fully understanding either are at the heart of my architect and like nathaniel kahn we come away from the film with a renewed appreciation of both,0.0
https://www.metacritic.com/movie/the-house-that-jack-built-2018,40.0, 'Phil de Semlyen'," 'May 24, 2018'"," 'It s not that you can t see what Von Trier is getting at, it s just you wish he d get there quicker and without all the desecrated bodies. For most of its hefty runtime, The House That Jack Built is just a slog.'", it s not that you can t see what von trier is getting at it s just you wish he d get there quicker and without all the desecrated bodies for most of its hefty runtime the house that jack built is just a slog,0.0
https://www.metacritic.com/movie/open-range,75.0, 'Owen Gleiberman', None," 'There s nothing corny, however, about the climactic shoot-out, which Costner has staged superbly as an extended logistical mini-war that surges and rifle-cracks with bloody abandon through what feels like every building in town. Call it dances with guns.'", there s nothing corny however about the climactic shootout which costner has staged superbly as an extended logistical miniwar that surges and riflecracks with bloody abandon through what feels like every building in town call it dances with guns,0.0
https://www.metacritic.com/movie/the-road-home,60.0, 'Rita Kempley', None," 'A nostalgic paean to China s fading pastoral ways, might easily be taken for an audition tape for Zhang Ziyi.'", a nostalgic paean to china s fading pastoral ways might easily be taken for an audition tape for zhang ziyi,0.0
https://www.metacritic.com/movie/snitch,70.0, None," 'Feb 22, 2013'"," 'There s a lot of cartoonish potential in Snitch, but director Ric Roman Waugh (who previously made the excellent prison drama Felon, another exercise in somber desperation) seems intent on trying to sell the movie as a more serious enterprise. And amazingly, the gambit works.'", there s a lot of cartoonish potential in snitch but director ric roman waugh who previously made the excellent prison drama felon another exercise in somber desperation seems intent on trying to sell the movie as a more serious enterprise and amazingly the gambit works,0.0
https://www.metacritic.com/movie/wheres-my-roy-cohn,88.0, 'Steve Pond'," 'Feb 1, 2019'"," 'The film makes a good case for Cohn s legacy being entirely negative, leading to today s cutthroat, divisive and lie-packed politics. But it also, crucially, makes a case for Cohn being a fascinating subject, a bundle of contradictions in a slick and soulless package.'", the film makes a good case for cohn s legacy being entirely negative leading to today s cutthroat divisive and liepacked politics but it also crucially makes a case for cohn being a fascinating subject a bundle of contradictions in a slick and soulless package,0.0
https://www.metacritic.com/movie/red-notice,20.0, 'Beatrice Loayza'," 'Nov 11, 2021'"," 'Uninterested in world building or creating any sense of stakes, Red Notice is merely an expensive brandishing of star power only the stars haven t got it in them.'", uninterested in world building or creating any sense of stakes red notice is merely an expensive brandishing of star power only the stars haven t got it in them,0.0
https://www.metacritic.com/movie/we-the-animals,100.0, 'Ann Hornaday'," 'Aug 30, 2018'"," 'A film that feels like something conjured out of memory and magic, a poetic, often ecstatic re-creation of childhood that captures its ungovernable pleasures as vividly as its most threatening terrors.'", a film that feels like something conjured out of memory and magic a poetic often ecstatic recreation of childhood that captures its ungovernable pleasures as vividly as its most threatening terrors,0.0
https://www.metacritic.com/movie/some-velvet-morning,60.0, 'Ella Taylor'," 'Dec 18, 2013'"," 'Like most of LaBute s work, Some Velvet Morning ends as it begins, more clever than wise.'", like most of labute s work some velvet morning ends as it begins more clever than wise,0.0
https://www.metacritic.com/movie/sister-aimee,50.0, 'Beandrea July'," 'Sep 27, 2019'"," 'Although written as a supporting role, Suarez Paz s portrayal of Rey adds depth to the story and ultimately carries the film. So much so that you wish the movie had been about her.'", although written as a supporting role suarez paz s portrayal of rey adds depth to the story and ultimately carries the film so much so that you wish the movie had been about her,0.0
https://www.metacritic.com/movie/moneyball,88.0, 'Peter Travers'," 'Sep 22, 2011'", 'Moneyball is one of the best and most viscerally exciting films of the year.', moneyball is one of the best and most viscerally exciting films of the year,0.0
https://www.metacritic.com/movie/frozen-2013,88.0, 'Kyle Smith'," 'Nov 21, 2013'"," 'A great big snowy pleasure with an emotionally gripping core, brilliant Broadway-style songs and a crafty plot.'", a great big snowy pleasure with an emotionally gripping core brilliant broadwaystyle songs and a crafty plot,0.0
https://www.metacritic.com/movie/let-the-right-one-in,70.0, 'J.R. Jones', None, 'The Scandinavian moodiness of the first half gives way to a series of jolting set pieces in the second.', the scandinavian moodiness of the first half gives way to a series of jolting set pieces in the second,0.0
https://www.metacritic.com/movie/a-prairie-home-companion,70.0, 'David Denby', None," 'A Prairie Home Companion has many lovely and funny moments, but there s not a lot going on. Dramatically, it s mellow to the point of inertia. There may not be any sweat, but there isn t any heat, either.'", a prairie home companion has many lovely and funny moments but there s not a lot going on dramatically it s mellow to the point of inertia there may not be any sweat but there isn t any heat either,0.0
https://www.metacritic.com/movie/when-do-we-eat,38.0, 'Claudia Puig', None," 'Yearns to be fresh but ends up tasteless. It s as drawn-out, forced and annoying as a holiday meal with a dozen carping relatives.'", yearns to be fresh but ends up tasteless it s as drawnout forced and annoying as a holiday meal with a dozen carping relatives,0.0
https://www.metacritic.com/movie/wiener-dog,63.0, 'Stephanie Merry'," 'Jun 30, 2016'"," 'You wouldn t exactly call the movie a thrill, but it s curiously engrossing all the same.'", you wouldn t exactly call the movie a thrill but it s curiously engrossing all the same,0.0
https://www.metacritic.com/movie/zaytoun,55.0, 'Mark Jenkins'," 'Sep 20, 2013'"," 'Zaytoun is different: This time, the director allows his characters to cross the frontier. That makes for a story that s sweeter, but also less convincing.'", zaytoun is different this time the director allows his characters to cross the frontier that makes for a story that s sweeter but also less convincing,0.0
https://www.metacritic.com/movie/independence-day-resurgence,25.0, 'Dominick Suzanne-Mayer'," 'Jun 24, 2016'", 'A curiously loud and ugly beast of a sequel.', a curiously loud and ugly beast of a sequel,0.0
https://www.metacritic.com/movie/lara-croft-tomb-raider-the-cradle-of-life,25.0, 'Rene Rodriguez', None," 'Another joyless, brain-numbing adventure through lackluster Indiana Jones territory.'", another joyless brainnumbing adventure through lackluster indiana jones territory,0.0
https://www.metacritic.com/movie/the-lodge,88.0, 'Roger Moore'," 'Feb 4, 2020'"," 'Is The Lodge the most disturbing thriller of the year? Judas Priest, I hope so. Dark and despairing, grim and gripping, it s not necessarily shocking. It doesn t live or die on its big twists. But it gets in your head and messes around there. Just as it was designed to do. I can t remember a horror movie that left me as gutted as this one.'", is the lodge the most disturbing thriller of the year judas priest i hope so dark and despairing grim and gripping it s not necessarily shocking it doesn t live or die on its big twists but it gets in your head and messes around there just as it was designed to do i can t remember a horror movie that left me as gutted as this one,0.0
https://www.metacritic.com/movie/kung-fu-yoga,50.0, 'Andy Webster'," 'Jan 26, 2017'"," 'A lively closing dance sequence, after an earnest, underwhelming climax, pays affectionate tribute to Bollywood production numbers. But you won t find Mr. Chan s customary bloopers over the closing credits.'", a lively closing dance sequence after an earnest underwhelming climax pays affectionate tribute to bollywood production numbers but you won t find mr chan s customary bloopers over the closing credits,0.0
https://www.metacritic.com/movie/the-debt,70.0, 'Jordan Mintzer'," 'Aug 30, 2011'"," 'The remake ups the adrenaline factor, and features strong performances across the board, yet feels bogged down by a weighty love triangle and a subject that merits more than the old-school good vs. evil approach.'", the remake ups the adrenaline factor and features strong performances across the board yet feels bogged down by a weighty love triangle and a subject that merits more than the oldschool good vs evil approach,0.0
https://www.metacritic.com/movie/hoodwinked!,40.0, 'Robert Wilonsky', None," 'A little too loud, and a lot too boring.'", a little too loud and a lot too boring,0.0
https://www.metacritic.com/movie/pitch-perfect-2,75.0, 'Stephanie Merry'," 'May 14, 2015'"," 'A comedy that, if not always better than the first, is certainly more uproarious.'", a comedy that if not always better than the first is certainly more uproarious,0.0
https://www.metacritic.com/movie/teddy-bears-picnic,40.0, 'Scott Foundas', None," 'Despite its intelligence and a great, funny concept for a movie, this Picnic never gets past the appetizers; pic lacks the development needed for a full-length feature and, following a hilarious opening sequence, it becomes tiresomely one-note.'", despite its intelligence and a great funny concept for a movie this picnic never gets past the appetizers pic lacks the development needed for a fulllength feature and following a hilarious opening sequence it becomes tiresomely onenote,0.0
https://www.metacritic.com/movie/kingsman-the-secret-service,25.0, 'Kyle Smith'," 'Feb 11, 2015'"," 'Kingsman: The Secret Service borrows the tone, story, characters and humor of Kick-Ass, only this time in a 007 world instead of Batman s. Nearly everything it does, it does poorly: This one is Weak-Ass. '", kingsman the secret service borrows the tone story characters and humor of kickass only this time in a 007 world instead of batman s nearly everything it does it does poorly this one is weakass ,0.0
https://www.metacritic.com/movie/christmas-with-the-kranks,33.0, 'Owen Gleiberman', None," 'In its hostile sitcom way, Christmas With the Kranks is a paranoid comic nightmare of conformity gone mad.'", in its hostile sitcom way christmas with the kranks is a paranoid comic nightmare of conformity gone mad,1.0
https://www.metacritic.com/movie/bad-company,60.0, 'Joe Leydon', None, 'It s almost impossible to enjoy this uneven but mostly exciting popcorn pic without flinching at a few plot elements that feel a bit too real for comfort.', it s almost impossible to enjoy this uneven but mostly exciting popcorn pic without flinching at a few plot elements that feel a bit too real for comfort,0.0
https://www.metacritic.com/movie/bully-coward-victim-the-story-of-roy-cohn,50.0, None," 'Jun 17, 2020'"," 'The second recent documentary focused on Roy Cohn, Bully. Coward. Victim.: The Story Of Roy Cohn is as stuffed and jumbled as its title s punctuation. Despite this, the film manages to inject some genuine personality into its Wiki reckoning of Cohn s cursed r sum .'", the second recent documentary focused on roy cohn bully coward victim the story of roy cohn is as stuffed and jumbled as its title s punctuation despite this the film manages to inject some genuine personality into its wiki reckoning of cohn s cursed r sum ,0.0
https://www.metacritic.com/movie/96-minutes,33.0, 'Sam Adams'," 'Apr 25, 2012'"," 'Lagos draws strong performances from her young cast, as well as David Oyelowo, who plays Ross uncle and guardian, but they don t have much to work with.'", lagos draws strong performances from her young cast as well as david oyelowo who plays ross uncle and guardian but they don t have much to work with,0.0
https://www.metacritic.com/movie/dust-to-glory,50.0, 'Elizabeth Weitzman', None," 'But where there is a natural poetry of motion in surfing movies, off-road racing is a herky-jerky pastime whose appeal is hard to fathom. I guess you had to be there.'", but where there is a natural poetry of motion in surfing movies offroad racing is a herkyjerky pastime whose appeal is hard to fathom i guess you had to be there,0.0
https://www.metacritic.com/movie/how-high,50.0, 'Lawrence Toppman', None," 'The Observer won t let me get stoned before a review, so I ll never know what How High would be like after a big fat blunt. Without one, it s sloppy, broadly funny in spots and chaotic.'", the observer won t let me get stoned before a review so i ll never know what how high would be like after a big fat blunt without one it s sloppy broadly funny in spots and chaotic,0.0
https://www.metacritic.com/movie/furry-vengeance,30.0, 'Sheri Linden', None, 'A collection of feeble jokes in the service of green themes. Sustainability never looked so stupid.', a collection of feeble jokes in the service of green themes sustainability never looked so stupid,0.0
https://www.metacritic.com/movie/afghan-star,75.0, 'V.A. Musetto', None," 'The show works pretty much the same as Idol does, with Afghans voting by cellphone for their favorite performers. But this is Afghanistan, where the Taliban still has power, not America.'", the show works pretty much the same as idol does with afghans voting by cellphone for their favorite performers but this is afghanistan where the taliban still has power not america,0.0
https://www.metacritic.com/movie/king-arthur-legend-of-the-sword,38.0, 'Michael Phillips'," 'May 9, 2017'"," 'Optimism is nowhere to be found in Ritchie s movie itself. It is a grim and stupid thing, from one of the world s most successful mediocre filmmakers, and if Shakespeare s King Lear were blogging today, he d supply the blurb quote: Nothing will come of nothing.'", optimism is nowhere to be found in ritchie s movie itself it is a grim and stupid thing from one of the world s most successful mediocre filmmakers and if shakespeare s king lear were blogging today he d supply the blurb quote nothing will come of nothing,0.0
https://www.metacritic.com/movie/poetry,80.0, 'Keith Uhlich'," 'Feb 9, 2011'"," 'Yun is quite simply spectacular as a woman who holds steadfastly on to her dignity and empathy, even in the face of unspeakable tragedy.'", yun is quite simply spectacular as a woman who holds steadfastly on to her dignity and empathy even in the face of unspeakable tragedy,0.0
https://www.metacritic.com/movie/the-meyerowitz-stories-new-and-selected,80.0, 'Phil de Semlyen'," 'Oct 9, 2017'"," 'Baumbach s drama of grown-up kids seeking emotional restitution sees Sandler and Stiller at their best. If it feels like familiar turf for the writer-director, the emotions here are rawer than ever.'", baumbach s drama of grownup kids seeking emotional restitution sees sandler and stiller at their best if it feels like familiar turf for the writerdirector the emotions here are rawer than ever,0.0
https://www.metacritic.com/movie/concussion,60.0, 'John DeFore'," 'Sep 8, 2013'"," 'Although Weigert is convincing as Abby, Passon s attitude toward the character is hazy.'", although weigert is convincing as abby passon s attitude toward the character is hazy,0.0
https://www.metacritic.com/movie/whale-rider,70.0, 'Keith Phipps', None," 'Though there s a formula at the film s core, Whale Rider still has the good taste to make that formula go down easy.'", though there s a formula at the film s core whale rider still has the good taste to make that formula go down easy,0.0
https://www.metacritic.com/movie/starbuck,30.0, 'Marjorie Baumgarten'," 'Apr 17, 2013'", 'What begins as a cute idea grows annoyingly sentimental before it is through.', what begins as a cute idea grows annoyingly sentimental before it is through,0.0
https://www.metacritic.com/movie/toni-erdmann,63.0, 'Roger Moore'," 'Feb 23, 2017'"," 'Hollywood will simplify it to that big concept, and trim writer-director Maren Ade s flaccid storytelling and many aimless scenes into something tighter, funnier and almost certainly less German.'", hollywood will simplify it to that big concept and trim writerdirector maren ade s flaccid storytelling and many aimless scenes into something tighter funnier and almost certainly less german,0.0
https://www.metacritic.com/movie/five-nights-in-maine,38.0, 'Christopher Gray'," 'Aug 1, 2016'", 'Maris Curran never reconciles the film s impulse to interiority with its weakness for hothouse melodrama.', maris curran never reconciles the film s impulse to interiority with its weakness for hothouse melodrama,0.0
https://www.metacritic.com/movie/hellboy-2019,50.0, 'Katie Walsh'," 'Apr 10, 2019'"," 'With this noisy, fast, chaotic Hellboy, Marshall is at his most cheeky and most unhinged. It s certainly a lot.'", with this noisy fast chaotic hellboy marshall is at his most cheeky and most unhinged it s certainly a lot,0.0
https://www.metacritic.com/movie/anomalisa,91.0, 'Eric Kohn'," 'Sep 12, 2015'"," 'A disorienting puzzle of a movie with many exhilarating pieces, Anomalisa nevertheless maintains a straightforward trajectory involving Michael s internal strife.'", a disorienting puzzle of a movie with many exhilarating pieces anomalisa nevertheless maintains a straightforward trajectory involving michael s internal strife,0.0
https://www.metacritic.com/movie/open-season,38.0, 'Peter Debruge', None," 'For an inaugural effort, Open Season ain t bad, but the studio shows far more promise with its gee-whiz visuals than it does in the story department.'", for an inaugural effort open season ain t bad but the studio shows far more promise with its geewhiz visuals than it does in the story department,0.0
https://www.metacritic.com/movie/william-s-burroughs-a-man-within,75.0, None," 'Mar 10, 2011'", 'The film is never dull. And director Yony Leyser has come up with an ending that will take your breath away. Burroughs would probably be proud.', the film is never dull and director yony leyser has come up with an ending that will take your breath away burroughs would probably be proud,0.0
https://www.metacritic.com/movie/arrival,88.0, 'Peter Travers'," 'Nov 9, 2016'"," 'Adams, her face a reflection of conflicting emotions, is simply stellar in an Oscar-buzzed performance of amazing grit and grace. Without her, Arrival might be too cerebral to warm up to. With her, the film gets inside your head and emerges as something intimate and epic, a linguistics odyssey through space and time. It s the stuff that dreams are made of.'", adams her face a reflection of conflicting emotions is simply stellar in an oscarbuzzed performance of amazing grit and grace without her arrival might be too cerebral to warm up to with her the film gets inside your head and emerges as something intimate and epic a linguistics odyssey through space and time it s the stuff that dreams are made of,0.0
https://www.metacritic.com/movie/after-tiller,63.0, None," 'Oct 5, 2013'", 'It s humanizing and heartbreaking.', it s humanizing and heartbreaking,0.0
https://www.metacritic.com/movie/21,50.0, 'Michael Phillips', None," '21 isn t pretentious, exactly, but it s damn close, and in trying to whip up a melodramatic morality tale the film becomes an increasingly flabby slog.'", 21 isn t pretentious exactly but it s damn close and in trying to whip up a melodramatic morality tale the film becomes an increasingly flabby slog,0.0
https://www.metacritic.com/movie/blow-the-man-down,83.0, 'Kate Erbland', None," 'The film is smartly assembled, making the most of a limited indie budget and building a compelling world to boot.'", the film is smartly assembled making the most of a limited indie budget and building a compelling world to boot,0.0
https://www.metacritic.com/movie/the-wailing,78.0, None," 'Aug 3, 2016'"," 'Horror movies tend to be pretty quick affairs, clocking in at 90 minutes or less, but The Wailing runs over two-and-a-half hours. That s because Na s recipe absolutely requires simmering before it rips your guts out (and everyone else s).'", horror movies tend to be pretty quick affairs clocking in at 90 minutes or less but the wailing runs over twoandahalf hours that s because na s recipe absolutely requires simmering before it rips your guts out and everyone else s,0.0
https://www.metacritic.com/movie/deerskin,80.0, 'Justin Chang'," 'May 16, 2019'"," 'Although ostensibly set in the present day, this odd, frightening and entrancing little movie seems stuck in a moment out of time.'", although ostensibly set in the present day this odd frightening and entrancing little movie seems stuck in a moment out of time,0.0
https://www.metacritic.com/movie/bestiary,60.0, 'Keith Uhlich'," 'Oct 16, 2012'", 'Tediousness sets in eventually; there s only so much zoological abyss-gazing one can do.', tediousness sets in eventually there s only so much zoological abyssgazing one can do,0.0
https://www.metacritic.com/movie/interstellar,75.0, 'Michael Phillips'," 'Nov 4, 2014'"," 'A knockout one minute, a punch-drunk crazy film the next, Interstellar is a highly stimulating mess. Emotionally it s also a mess, and that s what makes it worth its 165 minutes minutes made possible by co-writer and director Christopher Nolan s prior global success with his brooding, increasingly nasty Batman films, and with the commercially viable head-trip that was Inception.'", a knockout one minute a punchdrunk crazy film the next interstellar is a highly stimulating mess emotionally it s also a mess and that s what makes it worth its 165 minutes minutes made possible by cowriter and director christopher nolan s prior global success with his brooding increasingly nasty batman films and with the commercially viable headtrip that was inception,0.0
https://www.metacritic.com/movie/cut-throat-city,75.0, 'Richard Roeper'," 'Aug 18, 2020'"," 'Cut Throat City ends on a note that s too clever by half, but that doesn t undercut all the vibrant, rough-edged, impressive storytelling that led to that moment.'", cut throat city ends on a note that s too clever by half but that doesn t undercut all the vibrant roughedged impressive storytelling that led to that moment,0.0
https://www.metacritic.com/movie/zero-dark-thirty,100.0, 'David Edelstein'," 'Dec 10, 2012'"," 'As a moral statement, Zero Dark Thirty is borderline fascistic. As a piece of cinema, it s phenomenally gripping - an unholy masterwork.'", as a moral statement zero dark thirty is borderline fascistic as a piece of cinema it s phenomenally gripping  an unholy masterwork,0.0
https://www.metacritic.com/movie/the-rental,30.0, 'Jeannette Catsoulis'," 'Jul 23, 2020'"," 'Featuring one of the most dissatisfying, anticlimactic endings in genre memory, this paranoid thriller (the directing debut of Dave Franco) turns an isolated seaside villa into a slaughterhouse.'", featuring one of the most dissatisfying anticlimactic endings in genre memory this paranoid thriller the directing debut of dave franco turns an isolated seaside villa into a slaughterhouse,0.0
https://www.metacritic.com/movie/the-life-before-her-eyes,70.0, 'Carina Chocano', None," 'Though atmospheric and occasionally suspenseful, its gimmickry keeps it from being transcendent.'", though atmospheric and occasionally suspenseful its gimmickry keeps it from being transcendent,0.0
https://www.metacritic.com/movie/brick,67.0, 'Marjorie Baumgarten', None, 'Gordon-Levitt already proved in last year s Mysterious Skin his captivating command as a dramatic actor; with Brick he further demonstrates his remarkable dexterity and range.', gordonlevitt already proved in last year s mysterious skin his captivating command as a dramatic actor with brick he further demonstrates his remarkable dexterity and range,0.0
https://www.metacritic.com/movie/no-strings-attached,63.0, 'Claudia Puig'," 'Jan 20, 2011'", 'The few genuinely comic moments and deviations from cutesy rom-com formula make you wish No Strings Attached had traveled a more distinctively offbeat path.', the few genuinely comic moments and deviations from cutesy romcom formula make you wish no strings attached had traveled a more distinctively offbeat path,2.0
https://www.metacritic.com/movie/a-beautiful-day-in-the-neighborhood,88.0, 'Lindsey Bahr'," 'Nov 20, 2019'"," 'Hanks is such an obvious choice to play someone as beloved as Fred Rogers that his performance is something that could be in danger of being taken for granted or overlooked. He just makes it all look so easy the almost uncomfortably slow way that he speaks. But it s a testament to Hanks that you can t see the work. But much like Fred Rogers, you don t have to understand it to be moved.'", hanks is such an obvious choice to play someone as beloved as fred rogers that his performance is something that could be in danger of being taken for granted or overlooked he just makes it all look so easy the almost uncomfortably slow way that he speaks but it s a testament to hanks that you can t see the work but much like fred rogers you don t have to understand it to be moved,0.0
https://www.metacritic.com/movie/four-brothers,50.0, 'Michael Atkinson', None," 'What results is unremarkably schizophrenic--half gritty sojourn into the inner-city furnace, half Hollywood brain death.'", what results is unremarkably schizophrenichalf gritty sojourn into the innercity furnace half hollywood brain death,0.0
https://www.metacritic.com/movie/trade,25.0, 'Roger Ebert', None," 'Anything that holds our interest can be entertaining, in a way, but the movie seems to have an unwholesome determination to show us the victims being terrified and threatened. When I left the screening, I just didn t feel right.'", anything that holds our interest can be entertaining in a way but the movie seems to have an unwholesome determination to show us the victims being terrified and threatened when i left the screening i just didn t feel right,0.0
https://www.metacritic.com/movie/honey-boy,67.0, 'Jordan Raup'," 'Feb 1, 2019'"," 'Whether intentionally intended or not, this earnest endeavor does wonders to enact sympathy and overturn any negative public perception of his outbursts, even if it can feel more like self-therapy than a fully-formed film.'", whether intentionally intended or not this earnest endeavor does wonders to enact sympathy and overturn any negative public perception of his outbursts even if it can feel more like selftherapy than a fullyformed film,0.0
https://www.metacritic.com/movie/amnesia-2015,50.0, None," 'Jul 20, 2017'"," 'Under Schroeder s direction, Keller and Riemelt deliver wistful, earnest performances that almost make up for the script s shortcomings.'", under schroeder s direction keller and riemelt deliver wistful earnest performances that almost make up for the script s shortcomings,0.0
https://www.metacritic.com/movie/alias-betty,80.0, 'Gregory Weinkauf', None, 'What s wonderful about director Claude Miller s adaptation of Ruth Rendell s novel The Tree of Hands is its grand capacity for compassion and complexity.', what s wonderful about director claude miller s adaptation of ruth rendell s novel the tree of hands is its grand capacity for compassion and complexity,0.0
https://www.metacritic.com/movie/the-league-of-extraordinary-gentlemen,40.0, 'Marc Savlov', None," 'Simply put, it s too much of a good thing, this unreined tumult of chaos.'", simply put it s too much of a good thing this unreined tumult of chaos,0.0
https://www.metacritic.com/movie/eurotrip,30.0, None, None, 'Eurotrip s constant anxiety that women might turn out to be men and vice versa makes this command especially fraught.', eurotrip s constant anxiety that women might turn out to be men and vice versa makes this command especially fraught,0.0
https://www.metacritic.com/movie/reprise,80.0, None, None," 'Reprise--a masculine story whose women come off best--is less a hermeneutic finger in your face (though it aims wonderfully low blows at literary celebrity) than a savage, funny, tender, tragic, and strangely beautiful riff on growing up in a broken world.'", reprisea masculine story whose women come off bestis less a hermeneutic finger in your face though it aims wonderfully low blows at literary celebrity than a savage funny tender tragic and strangely beautiful riff on growing up in a broken world,0.0
https://www.metacritic.com/movie/knives-out,90.0, 'Garrett Mitchell'," 'Nov 25, 2019'"," 'Of course blackmail, shady business dealings and overdoses abound in Johnson s crafty tale. He masterfully maneuvers today s political maelstrom with ease and makes these would-be caricatures into people who could very well be sitting next to you for a Thanksgiving feast.'", of course blackmail shady business dealings and overdoses abound in johnson s crafty tale he masterfully maneuvers today s political maelstrom with ease and makes these wouldbe caricatures into people who could very well be sitting next to you for a thanksgiving feast,0.0
https://www.metacritic.com/movie/the-day-the-earth-stood-still,50.0, None, None," 'A so-so movie. It s not particularly good, but it s competent and more or less successful in its goals.'", a soso movie it s not particularly good but it s competent and more or less successful in its goals,0.0
https://www.metacritic.com/movie/spy,63.0, 'James Berardinelli'," 'Jun 4, 2015'"," 'The problem is that writer/director Paul Feig became too enamored with his storyline which, at best, could be described as a lame James Bond parody.'", the problem is that writerdirector paul feig became too enamored with his storyline which at best could be described as a lame james bond parody,0.0
https://www.metacritic.com/movie/the-hunger-games,80.0, 'Mike Scott'," 'Mar 23, 2012'"," 'Katniss is gritty, she s flinty, she s intimidating -- and she doesn t have to compromise one iota of her femininity for it. And Ross movie tells her story wonderfully.'", katniss is gritty she s flinty she s intimidating  and she doesn t have to compromise one iota of her femininity for it and ross movie tells her story wonderfully,0.0
https://www.metacritic.com/movie/land,50.0, 'Pat Brown'," 'Feb 2, 2021'"," 'The film s overtly non-specific title is surely meant to suggest some kind of pared-down elementality, but, in the end, it mostly just reflects the story s lack of definable character.'", the film s overtly nonspecific title is surely meant to suggest some kind of pareddown elementality but in the end it mostly just reflects the story s lack of definable character,0.0
https://www.metacritic.com/movie/albert-nobbs,88.0, 'Lawrence Toppman'," 'Jan 26, 2012'"," 'Most movies about people passing themselves off as the opposite sex can t sustain the illusion, but Nobbs does.'", most movies about people passing themselves off as the opposite sex can t sustain the illusion but nobbs does,0.0
https://www.metacritic.com/movie/fear-street-part-two-1978,58.0, 'A.A. Dowd '," 'Jul 7, 2021'"," 'The kills come and go with a perfunctory swiftness that suggests a condescension to the material, not a genuine affection for it. That s why the gore feels like scant reward: There s plenty of blood but no heart put into pumping it.'", the kills come and go with a perfunctory swiftness that suggests a condescension to the material not a genuine affection for it that s why the gore feels like scant reward there s plenty of blood but no heart put into pumping it,0.0
https://www.metacritic.com/movie/final-destination-5,50.0, 'Betsy Sharkey'," 'Aug 11, 2011'"," 'FD 5 did not raise even a single goose bump - which for a movie that bills itself as horror is not a good thing. The camp factor, however, is high and makes the 95 minutes pretty much fly by.'", fd 5 did not raise even a single goose bump  which for a movie that bills itself as horror is not a good thing the camp factor however is high and makes the 95 minutes pretty much fly by,0.0
https://www.metacritic.com/movie/all-the-real-girls,75.0, 'Lawrence Toppman', None," 'Wandering, atmospheric, episodic yet strangely appealing story of love.'", wandering atmospheric episodic yet strangely appealing story of love,0.0
https://www.metacritic.com/movie/demonlover,78.0, 'Marc Savlov', None," 'This film will either drive you mad or make you angry, possibly both, if you re lucky, but it s rarely boring.'", this film will either drive you mad or make you angry possibly both if you re lucky but it s rarely boring,0.0
